Product_ID,Product_Category,Launch_Region,Development_Cost,Launch_Marketing_Spend,Unit_Selling_Price,Unit_Production_Cost,First_Year_Units_Sold,Distribution_Coverage,Customer_Rating,First_Year_Profit,Unit_Margin,Margin_x_Units
PRD-1779,Consumer Electronics,Asia-Pacific,310000.0,228000.0,319.0,112.24,20900.0,0.85,4.3,3783284.0,206.76,4321284.0
PRD-3009,Consumer Electronics,Asia-Pacific,363000.0,198000.0,347.71,119.56,20900.0,0.85,4.9,4207334.999999999,228.14999999999998,4768334.999999999
PRD-1963,Health & Fitness,Asia-Pacific,109000.0,109000.0,88.19,32.5,28800.0,0.78,5.0,1385872.0,55.69,1603872.0
PRD-2089,Smart Home,Middle East,155000.0,109000.0,214.62,88.0,7800.0,0.53,4.2,723636.0,126.62,987636.0
PRD-1699,Smart Home,Middle East,162000.0,97000.0,240.9,82.72,8200.0,0.53,4.6,1038076.0,158.18,1297076.0
PRD-2772,Smart Home,Europe,200000.0,109000.0,140.53,55.1,14000.0,0.81,4.0,887020.0,85.43,1196020.0
PRD-1425,Personal Audio,Europe,86000.0,83000.0,77.55,27.56,28400.0,0.79,4.5,1250715.9999999998,49.989999999999995,1419715.9999999998
PRD-2670,Consumer Electronics,Latin America,198000.0,116000.0,145.59,66.34,9400.0,0.61,3.7,430950.0,79.25,744950.0
PRD-2177,Gaming Gear,Asia-Pacific,214000.0,173000.0,194.39,69.36,26000.0,0.74,4.8,2863779.9999999995,125.02999999999999,3250779.9999999995
PRD-2777,Gaming Gear,Asia-Pacific,216000.0,181000.0,172.79,73.44,20500.0,0.74,5.0,1639674.9999999998,99.35,2036674.9999999998
PRD-1469,Health & Fitness,Middle East,127000.0,84000.0,141.78,54.6,5800.0,0.6,4.0,294644.00000000006,87.18,505644.00000000006
PRD-1221,Health & Fitness,North America,141000.0,104000.0,109.19,44.94,27000.0,0.8,4.2,1489750.0,64.25,1734750.0
PRD-1403,Outdoor Tech,Europe,167000.0,130000.0,198.45,68.82,8400.0,0.61,4.1,791892.0,129.63,1088892.0
PRD-3024,Kitchen Appliances,North America,189000.0,131000.0,216.15,84.55,11500.0,0.83,4.6,1193400.0000000002,131.60000000000002,1513400.0000000002
PRD-2794,Personal Audio,Asia-Pacific,96000.0,61000.0,64.19,22.26,39500.0,0.82,4.3,1499234.9999999998,41.92999999999999,1656234.9999999998
PRD-1201,Smart Home,North America,295000.0,229000.0,290.16,101.85,27000.0,0.95,4.9,4560370.000000001,188.31000000000003,5084370.000000001
PRD-2049,Consumer Electronics,Asia-Pacific,189000.0,251000.0,328.57,123.22,20600.0,0.85,4.7,3662210.0,205.35,4230210.0
PRD-2488,Home Automation,Asia-Pacific,202000.0,155000.0,195.51,76.0,18000.0,0.74,4.6,1794180.0,119.50999999999999,2151180.0
PRD-3474,Kitchen Appliances,North America,242000.0,125000.0,243.75,97.9,13200.0,0.83,4.9,1558220.0,145.85,1925220.0
PRD-1918,Home Automation,Asia-Pacific,232000.0,160000.0,201.5,82.84,16900.0,0.74,4.0,1613354.0,118.66,2005354.0
PRD-1144,Personal Audio,Asia-Pacific,74000.0,57000.0,58.79,21.0,38200.0,0.82,4.3,1312578.0,37.79,1443578.0
PRD-3388,Home Automation,Asia-Pacific,242000.0,143000.0,201.5,82.84,15400.0,0.74,4.1,1442364.0,118.66,1827364.0
PRD-2717,Gaming Gear,Asia-Pacific,223000.0,155000.0,167.39,67.32,25500.0,0.74,4.5,2173785.0,100.07,2551785.0
PRD-1867,Office Equipment,Latin America,92000.0,59000.0,81.95,26.32,8100.0,0.6,3.5,299603.0,55.63,450603.0
PRD-1930,Health & Fitness,Latin America,92000.0,68000.0,109.45,33.84,10000.0,0.74,4.6,596100.0,75.61,756100.0
PRD-3392,Wearable Tech,Europe,289000.0,159000.0,206.1,79.2,13500.0,0.77,4.0,1265150.0,126.89999999999999,1713150.0
PRD-2844,Kitchen Appliances,North America,209000.0,151000.0,243.75,97.9,15500.0,0.83,4.7,1900675.0,145.85,2260675.0
PRD-1962,Smart Home,Europe,189000.0,110000.0,158.47,63.8,14400.0,0.81,3.9,1064248.0,94.67,1363248.0
PRD-1299,Consumer Electronics,Asia-Pacific,287000.0,219000.0,309.43,126.88,25200.0,0.85,5.0,4094260.0,182.55,4600260.0
PRD-1649,Health & Fitness,Middle East,115000.0,72000.0,125.1,46.8,6700.0,0.6,3.9,337610.0,78.3,524610.0
PRD-2187,Office Equipment,Europe,95000.0,59000.0,80.99,36.38,11000.0,0.78,4.4,336709.99999999994,44.60999999999999,490709.99999999994
PRD-1959,Consumer Electronics,Asia-Pacific,281000.0,196000.0,347.71,119.56,23700.0,0.85,5.0,4930154.999999999,228.14999999999998,5407154.999999999
PRD-1907,Gaming Gear,Asia-Pacific,210000.0,157000.0,188.99,63.24,26200.0,0.74,4.4,2927650.0,125.75,3294650.0
PRD-2523,Outdoor Tech,North America,174000.0,124000.0,154.65,68.48,12600.0,0.77,3.9,787742.0,86.17,1085742.0
PRD-1675,Personal Audio,Latin America,66010.0,42010.0,45.99,19.06,21900.0,0.69,3.7,482767.0000000001,26.930000000000003,589767.0000000001
PRD-1100,Consumer Electronics,Europe,423959.9999999991,297000.0,464.07,193.05,9500.0,0.86,4.4,1821690.0,271.02,2574690.0
PRD-1850,Consumer Electronics,Europe,368000.0,249000.0,494.01,187.2,11700.0,0.86,4.9,2972677.0,306.81,3589677.0
PRD-2195,Kitchen Appliances,Europe,235000.0,141000.0,233.1,89.1,14100.0,0.84,4.6,1654400.0,144.0,2030400.0
PRD-1788,Office Equipment,North America,74000.0,45000.0,58.7,25.68,17900.0,0.73,4.0,472058.0,33.02,591058.0
PRD-3087,Office Equipment,Europe,113000.0,73000.0,83.66,32.3,14400.0,0.78,3.9,553584.0,51.36,739584.0
PRD-3367,Office Equipment,Latin America,80000.0,58000.0,75.25,30.52,8100.0,0.6,4.2,224313.0000000001,44.730000000000004,362313.00000000006
PRD-2108,Home Automation,Europe,294000.0,189000.0,222.27,90.09,14900.0,0.77,4.4,1486482.0,132.18,1969482.0
PRD-3241,Smart Home,North America,267000.0,198000.0,281.79,114.45,26300.0,0.95,4.5,3936042.000000001,167.34000000000003,4401042.000000001
PRD-2639,Health & Fitness,Middle East,153000.0,86000.0,150.12,53.04,7400.0,0.6,3.9,479392.0000000001,97.08000000000001,718392.0000000001
PRD-1340,Consumer Electronics,Europe,408000.0,302000.0,523.95,181.35,12900.0,0.86,5.0,3709540.0,342.6,4419540.0
PRD-2504,Wearable Tech,North America,358000.0,202000.0,287.04,124.2,16200.0,0.93,4.3,2078008.0000000005,162.84000000000003,2638008.0000000005
PRD-2841,Health & Fitness,North America,159000.0,102000.0,130.79,41.16,25500.0,0.8,4.4,2024565.0,89.63,2285565.0
PRD-2556,Consumer Electronics,Middle East,189000.0,154000.0,189.99,66.24,5400.0,0.5,3.6,238625.0000000001,123.75000000000001,668250.0000000001
PRD-3358,Home Automation,Asia-Pacific,209000.0,178000.0,219.45,71.44,14000.0,0.74,4.3,1685139.9999999998,148.01,2072139.9999999998
PRD-2368,Home Automation,Asia-Pacific,216000.0,153000.0,183.54,78.28,12500.0,0.74,4.3,946750.0,105.25999999999999,1315750.0
PRD-3022,Wearable Tech,Asia-Pacific,319000.0,201000.0,274.45,92.12,17600.0,0.8,3.8,2689007.9999999995,182.32999999999998,3209007.9999999995
PRD-2225,Kitchen Appliances,Europe,269000.0,154000.0,264.18,103.95,15300.0,0.84,4.4,2028519.0000000005,160.23000000000002,2451519.0000000005
PRD-2756,Gaming Gear,North America,305000.0,238000.0,335.04,145.8,20300.0,0.89,5.0,3298572.0,189.24,3841572.0
PRD-1212,Smart Home,Europe,173000.0,131000.0,149.5,53.36,11900.0,0.81,4.5,840066.0,96.14,1144066.0
PRD-3270,Consumer Electronics,Latin America,200000.0,122000.0,159.99,57.04,7200.0,0.61,4.1,419240.0000000001,102.95000000000002,741240.0000000001
PRD-1521,Health & Fitness,North America,165000.0,90000.0,127.19,46.2,28900.0,0.8,4.4,2085611.0,80.99,2340611.0
PRD-1312,Wearable Tech,Asia-Pacific,255000.0,219000.0,244.51,98.0,14100.0,0.8,4.2,1591790.9999999998,146.51,2065790.9999999998
PRD-2424,Kitchen Appliances,North America,187000.0,123000.0,243.75,97.9,15100.0,0.83,4.2,1892335.0,145.85,2202335.0
PRD-1787,Gaming Gear,Asia-Pacific,223000.0,155000.0,178.19,65.28,18300.0,0.74,5.0,1688253.0,112.91,2066253.0
PRD-3418,Home Automation,Asia-Pacific,202000.0,155000.0,183.54,78.28,16800.0,0.74,3.9,1411367.9999999998,105.25999999999999,1768367.9999999998
PRD-3127,Office Equipment,Latin America,91000.0,57000.0,81.95,26.32,8800.0,0.6,3.6,341544.0,55.63,489544.0
PRD-1001,Consumer Electronics,North America,250000.0,180000.0,199.99,79.99,15000.0,0.85,4.6,1370000.0000000002,120.00000000000001,1800000.0000000002
PRD-1563,Consumer Electronics,North America,205000.0,114000.0,180.15,70.4,12500.0,0.77,4.8,1052875.0,109.75,1371875.0
PRD-3263,Outdoor Tech,Europe,167000.0,130000.0,175.77,73.26,7100.0,0.61,3.8,430821.0,102.51,727821.0
PRD-2567,Gaming Gear,Asia-Pacific,206000.0,141000.0,172.79,73.44,24600.0,0.74,4.4,2097010.0,99.35,2444010.0
PRD-3097,Office Equipment,Latin America,78000.0,52000.0,73.01,28.0,8100.0,0.6,3.8,234581.0000000001,45.010000000000005,364581.00000000006
PRD-2189,Health & Fitness,Middle East,120000.0,89000.0,133.44,56.16,6600.0,0.6,3.6,301048.0,77.28,510048.0
PRD-1106,Gaming Gear,North America,322000.0,223000.0,376.92,137.7,19700.0,0.89,5.0,4167634.000000001,239.22000000000003,4712634.000000001
PRD-2045,Kitchen Appliances,Europe,216000.0,176000.0,240.87,98.01,13600.0,0.84,4.5,1550896.0000000002,142.86,1942896.0000000002
PRD-3192,Smart Home,Europe,162000.0,132000.0,140.53,55.1,14400.0,0.81,4.5,936192.0,85.43,1230192.0
PRD-2548,Home Automation,Asia-Pacific,196000.0,132000.0,201.5,82.84,14500.0,0.74,4.2,1392570.0,118.66,1720570.0
PRD-2529,Consumer Electronics,Asia-Pacific,340000.0,260000.0,338.14,134.2,25200.0,0.85,5.0,4539288.0,203.94,5139288.0
PRD-1324,Personal Audio,Asia-Pacific,93000.0,67000.0,64.19,22.26,43700.0,0.82,5.0,1672340.9999999998,41.92999999999999,1832340.9999999998
PRD-2112,Smart Home,Europe,203000.0,121000.0,153.99,58.58,14900.0,0.81,4.0,1097609.0000000002,95.41000000000001,1421609.0000000002
PRD-2280,Consumer Electronics,Latin America,189000.0,104000.0,164.79,62.62,10000.0,0.61,4.1,766699.9999999999,102.16999999999999,1021699.9999999999
PRD-3422,Wearable Tech,Europe,244000.0,173000.0,233.58,92.4,14800.0,0.77,4.9,1672464.0,141.18,2089464.0
PRD-2160,Consumer Electronics,Latin America,161000.0,102000.0,155.19,64.48,10400.0,0.61,3.8,680383.9999999999,90.71,943383.9999999999
PRD-3019,Smart Home,Middle East,155000.0,109000.0,201.48,90.64,7200.0,0.53,4.6,534047.9999999999,110.83999999999999,798047.9999999999
PRD-2103,Outdoor Tech,North America,213000.0,139000.0,154.65,68.48,12300.0,0.77,4.5,707891.0,86.17,1059891.0
PRD-1471,Smart Home,North America,301000.0,251000.0,298.53,111.3,26800.0,0.95,4.2,4465763.999999999,187.22999999999996,5017763.999999999
PRD-1081,Smart Home,North America,313000.0,227000.0,273.42,105.0,28300.0,0.95,4.6,4226286.0,168.42000000000002,4766286.0
PRD-3432,Smart Home,Europe,196000.0,134000.0,158.47,63.8,13100.0,0.81,4.0,910177.0,94.67,1240177.0
PRD-2535,Personal Audio,Europe,106000.0,72000.0,79.95,24.38,30100.0,0.79,4.8,1494657.0000000002,55.57000000000001,1672657.0000000002
PRD-1388,Home Automation,Europe,308000.0,178000.0,236.61,87.36,20100.0,0.77,4.8,2513925.0,149.25,2999925.0
PRD-1770,Consumer Electronics,Latin America,168000.0,125000.0,174.39,60.76,7300.0,0.61,4.2,536499.0,113.63,829499.0
PRD-2157,Office Equipment,Europe,113000.0,73000.0,89.0,31.28,15500.0,0.78,4.6,708660.0,57.72,894660.0
PRD-1229,Health & Fitness,Middle East,143000.0,82000.0,125.1,46.8,6500.0,0.6,3.5,283950.0,78.3,508950.0
PRD-3184,Personal Audio,Asia-Pacific,93000.0,67000.0,56.99,19.11,37000.0,0.82,5.0,1241560.0,37.88,1401560.0
PRD-1883,Outdoor Tech,Europe,181000.0,135000.0,204.12,75.48,10200.0,0.61,4.4,996127.9999999998,128.64,1312127.9999999998
PRD-1285,Personal Audio,Latin America,68000.0,51000.0,51.99,17.95,15200.0,0.69,4.1,398408.0000000001,34.040000000000006,517408.0000000001
PRD-2664,Consumer Electronics,North America,229000.0,126000.0,223.05,92.56,13600.0,0.83,5.0,1419664.0000000002,130.49,1774664.0000000002
PRD-3017,Gaming Gear,Asia-Pacific,191000.0,184000.0,194.39,69.36,18300.0,0.74,4.7,1913048.9999999995,125.02999999999999,2288048.9999999995
PRD-1329,Consumer Electronics,Asia-Pacific,333000.0,237000.0,347.71,119.56,18300.0,0.85,5.0,3605145.0,228.14999999999998,4175144.9999999995
PRD-3426,Gaming Gear,Middle East,195000.0,132000.0,172.89,77.04,5600.0,0.5,4.4,209759.99999999988,95.84999999999998,536759.9999999999
PRD-1894,Personal Audio,Asia-Pacific,82000.0,65000.0,62.39,20.37,46600.0,0.82,4.8,1811132.0,42.019999999999996,1958131.9999999998
PRD-1170,Consumer Electronics,Latin America,166000.0,120000.0,159.99,57.04,9500.0,0.61,3.8,692025.0000000001,102.95000000000002,978025.0000000001
PRD-2582,Wearable Tech,Europe,273000.0,161000.0,233.58,92.4,13900.0,0.77,3.9,1528402.0,141.18,1962402.0
PRD-3208,Home Automation,Asia-Pacific,262000.0,164000.0,183.54,78.28,13400.0,0.74,4.2,984483.9999999998,105.25999999999999,1410483.9999999998
PRD-1518,Office Equipment,North America,72000.0,128000.0,70.31,23.52,18100.0,0.73,3.6,719899.0000000001,46.790000000000006,846899.0000000001
PRD-2990,Consumer Electronics,Europe,388000.0,304969.99999999936,464.07,193.05,13200.0,0.86,5.0,2870463.9999999995,271.02,3577463.9999999995
PRD-2606,Gaming Gear,North America,385000.0,215000.0,345.51,129.6,19500.0,0.89,4.9,3610245.0,215.91,4210245.0
PRD-1012,Wearable Tech,Asia-Pacific,280000.0,190000.0,249.5,98.0,16800.0,0.79,4.3,2075200.0,151.5,2545200.0
PRD-1056,Gaming Gear,Middle East,215000.0,116000.0,207.09,70.56,5400.0,0.5,3.7,324344.0,136.53,737262.0
PRD-1628,Home Automation,Europe,275000.0,181000.0,215.1,81.9,18400.0,0.77,4.3,1994880.0,133.2,2450880.0
PRD-1572,Smart Home,Europe,196000.0,134000.0,145.02,60.32,10000.0,0.81,4.3,517000.0000000001,84.70000000000002,847000.0000000001
PRD-3288,Office Equipment,North America,88000.0,43000.0,66.44,24.24,17800.0,0.73,3.9,620160.0,42.2,751160.0
PRD-1845,Personal Audio,Europe,95000.0,74000.0,77.55,27.56,29400.0,0.79,3.9,1300705.9999999998,49.989999999999995,1469705.9999999998
PRD-1657,Office Equipment,Latin America,87000.0,63000.0,81.95,26.32,6500.0,0.6,3.5,211595.0,55.63,361595.0
PRD-3356,Gaming Gear,North America,308000.0,250000.0,366.45,125.55,23600.0,0.89,5.0,5127239.999999999,240.89999999999998,5685239.999999999
PRD-1864,Personal Audio,Asia-Pacific,96000.0,61000.0,55.19,21.63,42800.0,0.82,5.0,1279368.0,33.56,1436368.0
PRD-3150,Consumer Electronics,Latin America,156000.0,121000.0,150.39,58.9,7700.0,0.61,3.8,427472.9999999999,91.48999999999998,704472.9999999999
PRD-2934,Kitchen Appliances,North America,233000.0,141000.0,229.95,81.88,13500.0,0.83,4.1,1624945.0,148.07,1998945.0
PRD-1255,Personal Audio,Latin America,80000.0,48000.0,45.99,19.06,21300.0,0.69,4.3,445609.0000000001,26.930000000000003,573609.0000000001
PRD-3439,Smart Home,Middle East,172000.0,96000.0,201.48,90.64,7400.0,0.53,4.0,552215.9999999999,110.83999999999999,820215.9999999999
PRD-2088,Office Equipment,North America,86000.0,128000.0,68.37,26.4,19200.0,0.73,4.2,665824.0000000001,41.970000000000006,805824.0000000001
PRD-1444,Personal Audio,Asia-Pacific,88000.0,68000.0,55.19,21.63,41600.0,0.82,4.5,1240096.0,33.56,1396096.0
PRD-1869,Consumer Electronics,Europe,347000.0,212000.0,299.86,115.9,17800.0,0.85,4.8,2715488.0,183.96,3274488.0
PRD-2966,Gaming Gear,North America,322000.0,223000.0,335.04,145.8,16400.0,0.89,4.7,2558536.0,189.24,3103536.0
PRD-1943,Outdoor Tech,Europe,175000.0,116000.0,170.1,66.6,8200.0,0.61,3.8,557700.0,103.5,848700.0
PRD-1911,Health & Fitness,North America,159000.0,102000.0,112.79,39.9,27400.0,0.8,4.0,1736186.0000000005,72.89000000000001,1997186.0000000005
PRD-1922,Wearable Tech,Europe,278000.0,179000.0,206.1,79.2,14900.0,0.77,3.9,1433809.9999999998,126.89999999999999,1890809.9999999998
PRD-2824,Personal Audio,Asia-Pacific,82000.0,65000.0,58.79,21.0,43300.0,0.82,4.1,1489307.0,37.79,1636307.0
PRD-3473,Outdoor Tech,Europe,177000.0,122000.0,175.77,73.26,8900.0,0.61,3.5,613339.0,102.51,912339.0
PRD-1900,Health & Fitness,Latin America,110000.0,63000.0,97.51,36.0,9000.0,0.74,3.7,380590.0,61.510000000000005,553590.0
PRD-3096,Gaming Gear,Middle East,197000.0,139000.0,201.39,79.2,7000.0,0.5,4.4,519329.9999999999,122.18999999999998,855329.9999999999
PRD-2142,Smart Home,Europe,173000.0,131000.0,140.53,55.1,10900.0,0.81,3.8,627187.0000000001,85.43,931187.0000000001
PRD-1742,Wearable Tech,Europe,221000.0,149000.0,233.58,92.4,13100.0,0.77,4.0,1479458.0,141.18,1849458.0
PRD-1591,Smart Home,North America,282000.0,253000.0,256.68,108.15,46995.99999999991,0.95,4.5,3252515.0,148.53,6980315.879999987
PRD-2091,Health & Fitness,North America,146000.0,120000.0,123.59,42.42,20600.0,0.8,5.0,1406102.0,81.17,1672102.0
PRD-2030,Consumer Electronics,Europe,423959.9999999991,297000.0,538.92,198.9,13100.0,0.86,4.8,3701262.0,340.02,4454262.0
PRD-1538,Home Automation,Europe,245000.0,194000.0,229.44,98.28,20800.0,0.77,4.9,2289128.0,131.16,2728128.0
PRD-1825,Personal Audio,Latin America,71000.0,46000.0,54.99,17.39,22600.0,0.69,3.8,732760.0,37.6,849760.0
PRD-1722,Smart Home,Europe,155000.0,108000.0,140.53,55.1,10500.0,0.81,4.4,634015.0000000001,85.43,897015.0000000001
PRD-1013,Outdoor Tech,Europe,190000.0,130000.0,189.0,74.0,8500.0,0.68,4.0,657500.0,115.0,977500.0
PRD-2403,Outdoor Tech,North America,185000.0,123000.0,180.15,70.4,13200.0,0.77,4.7,1140700.0,109.75,1448700.0
PRD-2846,Gaming Gear,North America,343000.0,220000.0,314.1,121.5,17400.0,0.89,4.4,2788240.0000000005,192.60000000000002,3351240.0000000005
PRD-2534,Wearable Tech,North America,304000.0,218000.0,322.92,117.3,17800.0,0.93,4.1,3138036.0,205.62,3660036.0
PRD-1065,Personal Audio,Europe,103000.0,304969.99999999936,79.95,24.38,33600.0,0.79,4.7,1684152.0000000002,55.57000000000001,1867152.0000000002
PRD-1048,Home Automation,Asia-Pacific,225000.0,136000.0,219.45,71.44,14600.0,0.74,4.3,1799946.0,148.01,2160946.0
PRD-1452,Smart Home,Europe,207000.0,133000.0,136.05,62.06,10600.0,0.78,4.0,444294.0000000001,73.99000000000001,784294.0000000001
PRD-1422,Smart Home,Europe,182000.0,124000.0,149.5,53.36,14600.0,0.81,4.2,1097644.0,96.14,1403644.0
PRD-1837,Office Equipment,Latin America,79000.0,55000.0,73.01,28.0,7400.0,0.6,3.5,199074.0000000001,45.010000000000005,333074.00000000006
PRD-1500,Consumer Electronics,Latin America,165000.0,114000.0,169.59,68.2,7400.0,0.61,3.8,471286.0,101.39,750286.0
PRD-2385,Personal Audio,Europe,99000.0,65000.0,82.35,26.77,28700.0,0.79,4.7,1431146.0,55.58,1595146.0
PRD-3016,Kitchen Appliances,Latin America,147000.0,78000.0,122.55,49.14,9000.0,0.69,4.3,435690.0,73.41,660690.0
PRD-2505,Personal Audio,Europe,93000.0,66000.0,87.15,25.97,41300.0,0.79,3.9,2367734.0000000005,61.18000000000001,2526734.0000000005
PRD-2453,Outdoor Tech,Europe,215000.0,131000.0,198.45,68.82,7300.0,0.61,3.7,600299.0,129.63,946299.0
PRD-1030,Health & Fitness,Latin America,189000.0,68000.0,99.5,36.0,11200.0,0.67,4.2,538200.0,63.5,711200.0
PRD-2355,Personal Audio,Europe,86000.0,83000.0,72.75,28.36,39900.0,0.79,4.9,1602161.0,44.39,1771161.0
PRD-3467,Gaming Gear,Asia-Pacific,242000.0,178000.0,178.19,65.28,20900.0,0.74,5.0,1939819.0,112.91,2359819.0
PRD-1798,Home Automation,Asia-Pacific,246000.0,158000.0,189.53,69.16,17700.0,0.74,4.8,1726549.0,120.37,2130549.0
PRD-2358,Office Equipment,North America,189000.0,43000.0,70.31,23.52,19000.0,0.73,3.5,758010.0000000001,46.790000000000006,889010.0000000001
PRD-2158,Home Automation,Asia-Pacific,205000.0,163000.0,183.54,78.28,15400.0,0.74,4.6,1253003.9999999998,105.25999999999999,1621003.9999999998
PRD-3075,Personal Audio,Europe,81000.0,64000.0,84.75,29.15,29400.0,0.79,4.5,1489640.0,55.6,1634640.0
PRD-2620,Health & Fitness,Latin America,105000.0,67000.0,91.54,37.08,10200.0,0.74,4.4,383492.0000000001,54.46000000000001,555492.0000000001
PRD-3466,Kitchen Appliances,Latin America,137000.0,75000.0,138.03,57.24,10200.0,0.69,4.6,612057.9999999999,80.78999999999999,824057.9999999999
PRD-3176,Gaming Gear,North America,340000.0,285000.0,335.04,145.8,20900.0,0.89,4.4,3330116.0,189.24,3955116.0
PRD-2855,Kitchen Appliances,Europe,230000.0,174000.0,264.18,103.95,13200.0,0.84,4.6,1711036.0000000005,160.23000000000002,2115036.0000000005
PRD-1495,Personal Audio,Latin America,189000.0,49000.0,51.99,17.95,19400.0,0.69,3.8,540376.0000000001,34.040000000000006,660376.0000000001
PRD-3157,Office Equipment,Latin America,104000.0,61000.0,75.25,30.52,6400.0,0.6,5.0,121272.0,44.730000000000004,286272.0
PRD-1966,Kitchen Appliances,Latin America,155000.0,77000.0,122.55,49.14,10300.0,0.69,3.6,524123.0,73.41,756123.0
PRD-1107,Office Equipment,Europe,120000.0,73000.0,89.0,31.28,11600.0,0.78,3.9,476552.0,57.72,669552.0
PRD-1164,Kitchen Appliances,North America,189000.0,131000.0,243.75,97.9,13800.0,0.83,4.9,1692730.0,145.85,2012730.0
PRD-3376,Kitchen Appliances,Latin America,122000.0,81000.0,118.68,55.62,7600.0,0.69,4.1,276256.00000000006,63.06000000000001,479256.00000000006
PRD-1744,Personal Audio,Asia-Pacific,75000.0,60000.0,64.19,22.26,44900.0,0.82,4.7,1747656.9999999998,41.92999999999999,1882656.9999999998
PRD-1713,Outdoor Tech,North America,163000.0,125000.0,175.05,64.64,13000.0,0.77,3.8,1147330.0000000002,110.41000000000001,1435330.0000000002
PRD-3453,Outdoor Tech,North America,174000.0,124000.0,180.15,70.4,11700.0,0.77,4.3,986075.0,109.75,1284075.0
PRD-2295,Personal Audio,Europe,88000.0,71000.0,87.15,25.97,33600.0,0.79,4.2,1896648.0,61.18000000000001,2055648.0000000002
PRD-3222,Smart Home,Europe,187000.0,104000.0,158.47,63.8,10400.0,0.81,4.3,693568.0,94.67,984568.0
PRD-1817,Gaming Gear,Asia-Pacific,187000.0,168000.0,161.99,61.2,20200.0,0.74,5.0,1680958.0000000002,100.79,2035958.0000000002
PRD-1665,Personal Audio,Europe,104000.0,84000.0,87.15,25.97,39200.0,0.79,4.0,2210256.0000000005,61.18000000000001,2398256.0000000005
PRD-1432,Wearable Tech,Asia-Pacific,238000.0,162000.0,259.48,95.06,20200.0,0.8,4.5,2921284.0000000005,164.42000000000002,3321284.0000000005
PRD-1820,Consumer Electronics,Europe,423959.9999999991,304969.99999999936,538.92,198.9,10700.0,0.86,5.0,2888214.0,340.02,3638214.0
PRD-1490,Consumer Electronics,Europe,423959.9999999991,241000.0,508.98,204.75,8800.0,0.86,5.0,1996224.0,304.23,2677224.0
PRD-2083,Health & Fitness,Asia-Pacific,102000.0,81000.0,93.59,31.53,27400.0,0.78,4.3,1517444.0,62.06,1700444.0
PRD-2494,Personal Audio,Asia-Pacific,82000.0,68000.0,55.19,21.63,36100.0,0.82,4.1,1061516.0,33.56,1211516.0
PRD-3319,Smart Home,Middle East,182000.0,95000.0,234.33,93.28,7800.0,0.53,3.7,823190.0,141.05,1100190.0
PRD-1887,Office Equipment,Europe,111000.0,67000.0,86.33,35.36,15600.0,0.78,4.2,617132.0,50.97,795132.0
PRD-1410,Consumer Electronics,Latin America,200000.0,122000.0,145.59,66.34,8600.0,0.61,4.4,359550.0,79.25,681550.0
PRD-2927,Gaming Gear,Asia-Pacific,233000.0,146000.0,167.39,67.32,21300.0,0.74,5.0,1752491.0,100.07,2131491.0
PRD-1932,Smart Home,Europe,189000.0,138000.0,140.53,55.1,13300.0,0.81,4.1,834219.0,85.43,1136219.0
PRD-1188,Office Equipment,North America,73000.0,58000.0,66.44,24.24,15400.0,0.73,3.6,518880.0,42.2,649880.0
PRD-2013,Outdoor Tech,North America,192000.0,109000.0,164.85,66.56,13900.0,0.77,4.0,1065231.0,98.28999999999999,1366231.0
PRD-1835,Kitchen Appliances,Europe,204000.0,128000.0,240.87,98.01,10700.0,0.84,4.8,1188602.0000000002,142.86,1528602.0000000002
PRD-3161,Consumer Electronics,North America,225000.0,198000.0,179.99,71.99,17700.0,0.84,4.2,1488600.0000000002,108.00000000000001,1911600.0000000002
PRD-1096,Consumer Electronics,Latin America,151000.0,91000.0,134.16,52.38,8800.0,0.69,3.9,477664.0,81.78,719664.0
PRD-1751,Consumer Electronics,North America,285000.0,191000.0,185.99,79.19,15800.0,0.84,4.8,1211440.0000000002,106.80000000000001,1687440.0000000002
PRD-1275,Personal Audio,Europe,107000.0,76000.0,79.95,24.38,41300.0,0.79,4.4,2112041.0000000005,55.57000000000001,2295041.0000000005
PRD-2238,Consumer Electronics,North America,68000.0,43000.0,66.44,24.24,13300.0,0.73,4.3,450260.0,42.2,561260.0
PRD-2542,Wearable Tech,Asia-Pacific,300000.0,128000.0,266.97,103.88,14100.0,0.8,4.8,1805569.0000000005,163.09000000000003,2299569.0000000005
PRD-2367,Office Equipment,Europe,119000.0,70000.0,89.0,31.28,12800.0,0.78,4.3,549816.0,57.72,738816.0
PRD-2740,Health & Fitness,Latin America,99000.0,67000.0,97.51,36.0,9600.0,0.74,4.7,424496.0,61.510000000000005,590496.0
PRD-1175,Kitchen Appliances,Europe,209000.0,152000.0,264.18,103.95,11600.0,0.84,4.8,1497668.0000000002,160.23000000000002,1858668.0000000002
PRD-3490,Health & Fitness,Latin America,108000.0,77000.0,103.48,34.92,11900.0,0.74,4.1,630864.0,68.56,815864.0
PRD-3173,Outdoor Tech,Europe,205000.0,139000.0,187.11,71.04,8200.0,0.61,4.4,607774.0000000001,116.07000000000001,951774.0000000001
PRD-3336,Gaming Gear,Middle East,174000.0,142000.0,184.29,74.88,6400.0,0.5,3.9,384224.0,109.41,700224.0
PRD-3160,Health & Fitness,Latin America,109000.0,59000.0,97.51,36.0,10000.0,0.74,4.1,447100.0,61.510000000000005,615100.0
